NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents
NCT06695845,A Phase 2 Study of Zanidatamab in Patients With HER2-expressing Tumors,https://clinicaltrials.gov/study/NCT06695845,,RECRUITING,The purpose of this study is to evaluate the efficacy and safety of zanidatamab for the treatment of participants with previously treated solid tumors that have Human Epidermal Growth Factor Receptor 2 (HER2) Immunohistochemistry (IHC) 3+ overexpression.,NO,Breast Cancer|Gastric Cancer|Esophageal Cancer|Gastroesophageal Cancer|Colorectal Cancer|Endometrial Cancer|Non-small Cell Lung Cancer|Ovarian Cancer|Urothelial Carcinoma|Salivary Gland Cancer|Pancreatic Cancer|HER-2 Protein Overexpression,DRUG: Zanidatamab,"Confirmed Objective Response Rate (cORR) per RECIST Version 1.1, as assessed by ICR, The Independent Central Review (ICR) assessed cORR is defined as the proportion of participants who had a best overall response of Complete Response (CR), or Partial Response (PR) based on Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1), Up to 2.5 years","Duration of Response (DOR) Per RECIST Version 1.1, as assessed by ICR, ICR assessed DOR is defined as the time in months from the first objective response (CR or PR) that is subsequently confirmed to documented progressive disease (PD) per RECIST v1.1 or death from any cause., Up to 2.5 years|cORR by RECIST Version 1.1, as assessed by Investigator, Investigator assessed cORR is defined as the proportion of participants who had a best overall response of Complete Response (CR), or Partial Response (PR) based on Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1), Up to 2.5 years|Duration of Response (DOR) Per RECIST Version 1.1, as assessed by Investigator, Investigator assessed DOR is defined as the time in months from the first objective response (CR or PR) that is subsequently confirmed to documented progressive disease (PD) per RECIST v1.1 or death from any cause., Up to 2.5 years|Time to Response (TTR), as assessed by ICR, ICR assessed TTR is defined as the time from the first dosing date to the first objective response (CR or PR) per RECIST v1.1., Up to 2.5 years|Time to Response (TTR), as assessed by Investigator, Investigator assessed TTR is defined as the time from the first dosing date to the first objective response (CR or PR) per RECIST v1.1., Up to 2.5 years|Disease control rate (DCR), as assessed by ICR, ICR assessed DCR is defined as the proportion of participants whose best overall response (BOR) is confirmed CR, or PR, or stable disease using the RECIST version 1.1 criteria, Up to 2.5 years|Disease control rate (DCR), as assessed by Investigator, Investigator assessed DCR is defined as the proportion of participants whose best overall response (BOR) is confirmed CR, or PR, or stable disease using the RECIST version 1.1 criteria, Up to 2.5 years|Progression Free Survival (PFS), as assessed by ICR, PFS is defined as the time in months from the first dosing date to the date of first documented disease progression (as assessed by ICR according to RECIST v1.1) or death from any cause, whichever occurs first., Up to 2.5 years|Progression Free Survival (PFS), as assessed by Investigator, PFS is defined as the time in months from the first dosing date to the date of first documented disease progression (as assessed by Investigator according to RECIST v1.1) or death from any cause, whichever occurs first., Up to 2.5 years|Overall Survival (OS), OS is defined as the time in months from randomization to the date of death due to any cause., Up to 3.5 years|Number of Participants Reporting Treatment-emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs) As Graded by NCI CTCAE Version 5.0, Up to 2.5 years|Number of Participants With Dose Reductions, Up to 2.5 years|Number of Participants Discontinuing Study Treatment Due to TEAEs, Up to 2.5 years|Serum Concentrations of Zanidatamab, Up to 2.5 years|Number of Participants Positive for Anti-drug Antibodies to Zanidatamab, Up to 2.5 years|Number of participants reporting Symptomatic Adverse Events based on Patient-reported Outcome-Common Terminology Criteria for AEs (PRO-CTCAE), Up to 2.5 years|Number of participants reporting Symptomatic Adverse Events based on European Organisation for Research and Treatment of Cancer (EORTC) Item Library, Up to 2.5 years|Percentage of all treated participants reporting overall side-effect bother on the Functional Assessment of Chronic Illness Therapy General Physical Item 5 (FACIT-GP5), Up to 2.5 years|Percentage of time when participants on treatment reported a high side-effect bother on the Functional Assessment of Chronic Illness Therapy General Physical Item 5 (FACIT-GP5), Up to 2.5 years",,Jazz Pharmaceuticals,Jazz Pharmaceuticals Ireland Limited,ALL,"ADULT, OLDER_ADULT",PHASE2,200,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,JZP598-206|2024-516551-41-00,2025-01-14,2026-12-31,2027-12-31,2024-11-19,,2026-02-25,"Arizona Oncology Associates, PC - NAHOA, Prescott, Arizona, 86301, United States|Rocky Mountain Cancer Center, Littleton, Colorado, 80120, United States|Florida Cancer Specialists - South, Fort Myers, Florida, 33901, United States|Florida Cancer Specialists - Lake Nona, Orlando, Florida, 32827, United States|Florida Cancer Specialists - North, St. Petersburg, Florida, 33705, United States|Florida Cancer Specialists - East, West Palm Beach, Florida, 33401, United States|Affiliated Oncologists, Chicago Ridge, Illinois, 60415, United States|Barbara Ann Karmanos Cancer Institute, Detroit, Michigan, 48201, United States|Alliance Cancer Specialists, Horsham, Pennsylvania, 19044, United States|Tennessee Cancer Specialists, Knoxville, Tennessee, 37909, United States|SCRI Oncology Partners, Nashville, Tennessee, 37203, United States|Texas Oncology - West Texas, Amarillo, Texas, 79124, United States|Texas Oncology - DFW, Dallas, Texas, 75246, United States|MD Anderson Cancer Center, Houston, Texas, 77030, United States|Texas Oncology - San Antonio, San Antonio, Texas, 78217, United States|Blue Ridge Cancer Care, Roanoke, Virginia, 24014, United States|Samsung Medical Center, Gangnam-gu, Seoul, 06351, South Korea|Seoul National University Hospital, Jongno-gu, Seoul, 03080, South Korea|Severance Hospital, Seodaemun-gu, Seoul, 03722, South Korea|Asan Medical Center, Seoul, 05505, South Korea|Seoul National University Bundang Hospital, Seoul, 13620, South Korea",
